Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
carambit,33,33,390,16,0.00,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,0,0,0.00,0,0,"[13,10,10,8,8,8,20,7,4,20,5,7]",2026-03-10,"Image pack, Video, Video Carousel, Related searches, See results about, Short videos, AI overview",informational,Organic
jaguar balisong knife,33,33,140,6,0.00,https://nobliecustomknives.com/products/knife-the-jaguar/,0,0,0.00,0,9770,"[100,100,100,100,100,100,100,100,78,100,100,100]",2026-02-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
knives made with d2 steel,33,33,70,3,1.13,https://nobliecustomknives.com/d2-steel/,0,0,0.00,0.64,4130000,"[18,18,18,100,18,100,100,100,18,18,18,100]",2026-02-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
knife with lanyard,33,79,170,4,0.29,https://nobliecustomknives.com/how-to-tie-knife-lanyard/,0,0,0.00,1,221,"[0,20,7,3,7,8,0,1,0,0,4,0]",2026-03-29,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
are butterfly knives legal in nevada,33,33,110,2,0.00,https://nobliecustomknives.com/are-switchblades-illegal/,0,0,0.00,0,41000,"[78,78,64,78,78,78,78,78,64,100,78,100]",2026-02-15,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
jagdmesser kaufen,33,33,40,0,0.00,https://nobliecustomknives.com/de/product-categories/custom-hunting-knives/,0,0,0.00,0,32200000,"[18,18,18,36,63,18,36,27,100,27,36,36]",2026-03-25,"Sitelinks, Video, Image, Related searches",informational,Organic
michigan legal knife length,33,33,90,15,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0,1650000,"[81,81,45,63,81,63,63,63,81,100,100,100]",2026-02-17,"Sitelinks, AI overview",informational,Organic
tactical knife holster,33,33,50,2,0.41,https://nobliecustomknives.com/knife-sheaths/,0,0,0.00,0.56,5200000,"[29,64,11,11,11,11,11,23,41,41,64,52]",2026-02-05,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
70 30 knife edge,33,33,40,2,0.00,https://nobliecustomknives.com/sharpest-knife-in-the-world/,0,0,0.00,0,20600000,"[22,22,100,77,55,100,22,22,22,22,22,77]",2026-02-21,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
knife rectangle,33,33,50,25,0.92,https://nobliecustomknives.com/types-of-knives/,0,0,0.00,1,27600000,"[65,15,21,53,0,0,0,0,0,0,0,15]",2026-03-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
que es daga,33,33,40,27,0.00,https://nobliecustomknives.com/es/types-of-daggers/,0,0,0.00,0.33,125,"[11,11,11,11,64,11,11,11,64,11,11,11]",2026-03-25,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
antonym for knife,33,33,40,21,0.00,https://nobliecustomknives.com/parts-of-a-knife/,0,0,0.00,0.33,74400,"[18,18,18,18,18,18,18,18,18,100,100,18]",2026-02-17,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
best japan knife,33,33,90,30,1.00,https://nobliecustomknives.com/japanese-knife-brands/,0,0,0.00,1,112000000,"[0,0,0,0,0,0,1,2,5,2,5,3]",2026-03-25,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
karambit knives,33,33,1600,20,0.00,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,0,0,0.00,0,3430000,"[19,16,16,23,16,19,29,19,16,16,16,16]",2026-03-27,"Local pack, Image pack, Sitelinks, Video, Image, Related searches, Things to know",informational,Organic
what is the best hunting knife,33,33,40,15,0.00,https://nobliecustomknives.com/best-hunting-knife-brands-a-comprehensive-guide/,0,0,0.00,0,49300000,"[77,55,33,22,22,11,33,33,33,33,55,77]",2026-02-25,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
shamshir sword for sale,33,33,50,0,0.00,https://nobliecustomknives.com/products/shamshir/,0,0,0.00,1,107000,"[11,64,17,11,11,11,100,11,11,64,64,11]",2026-02-24,"Image, Popular products, Related searches",transactional,Organic
sword laws in texas,33,33,70,15,0.00,https://nobliecustomknives.com/us-knife-laws/texas-knife-laws/,0,0,0.00,0,4320000,"[50,35,35,35,50,50,50,28,35,50,64,64]",2026-02-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
are balisongs legal in texas,33,33,590,,0.00,https://nobliecustomknives.com/are-butterfly-knives-illegal/,0,0,0.00,0,1760,"[81,67,44,100,54,54,44,54,54,29,54,67]",2026-02-07,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
damascus color,33,33,260,6,0.00,https://nobliecustomknives.com/timascus-unusual-creation/,0,0,0.00,0.05,19800000,"[36,36,23,29,36,36,36,15,36,36,36,36]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
benchmade blade angle,33,33,140,21,0.00,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,0,0,0.00,0.01,203,"[65,43,34,43,43,34,43,43,34,43,65,81]",2026-03-17,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
short paracord lanyard,33,33,40,17,0.00,https://nobliecustomknives.com/100-paracord-keychain-and-knife-lanyard-ideas/,0,0,0.00,0.7,374000,"[9,9,9,9,9,52,100,9,9,9,9,9]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Short videos, Discussions and forums","commercial, informational",Organic
how to properly throw throwing knives,33,33,70,27,0.00,https://nobliecustomknives.com/how-to-throw-throwing-knives-guide-for-beginners/,0,0,0.00,0,7250000,"[50,35,35,21,50,50,78,35,64,50,78,64]",2026-02-14,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
legal blade length in california,33,33,390,,0.00,https://nobliecustomknives.com/us-knife-laws/california-knife-laws/,0,0,0.00,0,9960000,"[100,66,66,54,54,54,54,36,36,29,66,44]",2026-02-04,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
paracord tourniquet,33,33,70,8,0.00,https://nobliecustomknives.com/paracord-lanyard/,0,0,0.00,0.16,342000,"[9,14,9,52,9,52,52,52,52,52,33,33]",2026-02-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
picture of a switchblade,33,33,90,23,0.00,https://nobliecustomknives.com/what-is-a-switchblade/,0,0,0.00,0,1970000,"[29,29,41,64,100,100,52,41,41,64,52,82]",2026-02-13,"Video, Image, People also ask, Related searches",informational,Organic
largest knife in the world,33,33,140,12,0.00,https://nobliecustomknives.com/world-s-biggest-knife-collection/,0,0,0.00,0.06,0,"[42,42,42,53,53,42,42,65,53,80,65,100]",2026-03-14,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
pattern damascus,33,33,30,11,1.08,https://nobliecustomknives.com/mosaic-damascus-patterns/,0,0,0.00,0.63,190,"[53,17,0,0,0,0,2,0,23,2,0,2]",2026-03-25,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
layers in damascus steel mosaic pattern,33,33,70,10,0.00,https://nobliecustomknives.com/600-layer-damascus-steel-knife/,0,0,0.00,0,205,"[100,0,0]",2026-03-18,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
are butterfly knives illegal in new mexico,33,33,50,17,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0.33,107000,"[4,8,22,22,4,4,4,4,10,4,4,22]",2026-02-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
are switchblade knives legal in texas,33,33,110,11,0.00,https://nobliecustomknives.com/us-knife-laws/texas-knife-laws/,0,0,0.00,0,40400,"[41,52,41,52,64,52,82,64,64,52,82,82]",2026-02-13,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
type of japanese knives,33,33,260,14,0.39,https://nobliecustomknives.com/types-of-japanese-knives/,0,0,0.00,1,0,"[15,19,23,19,12,19,81,15,36,36,100,66]",2026-03-15,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
cole fighting knife,33,33,40,4,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,0,0,0.00,0.33,4880000,"[0,100,7,7,7,7,7,7,7,7,7,7]",2026-03-25,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
honing metal,33,33,50,21,0.00,https://nobliecustomknives.com/how-to-use-a-honing-steel/,0,0,0.00,0.33,6630000,"[11,11,11,11,11,11,52,64,52,100,41,41]",2026-03-25,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos, AI overview","commercial, informational",Organic
best kitchen knife companies,33,33,30,34,1.35,https://nobliecustomknives.com/best-knife-brands-top-picks-for-pocket-kitchen-and-outdoor-knives/,0,0,0.00,1,210,"[14,14,14,14,14,14,14,14,14,14,100,14]",2026-03-22,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
can a felon carry a knife in texas,33,33,110,12,0.00,https://nobliecustomknives.com/us-knife-laws/texas-knife-laws/,0,0,0.00,0,507000,"[41,64,64,82,64,64,64,41,64,52,64,82]",2026-03-21,"Sitelinks, Video, Related searches, AI overview",informational,Organic
best japanese chef's knife,33,33,140,40,0.95,https://nobliecustomknives.com/japanese-knife-brands/,0,0,0.00,1,0,"[0,0,0,2,0,20,0,0,5,0,0,100]",2026-03-08,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
cpm magnacut,33,33,1000,12,0.93,https://nobliecustomknives.com/cpm-magnacut-steel-guide/,0,0,0.00,0.99,1050000,"[54,41,36,41,36,41,41,54,54,54,54,54]",2026-02-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how hard is steel,33,33,110,15,0.00,https://nobliecustomknives.com/why-damascus-steel-is-strong/,0,0,0.00,0,677000000,"[52,52,64,82,64,82,52,64,52,64,82,64]",2026-02-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
etch knife blade,33,33,50,4,0.00,https://nobliecustomknives.com/coffee-etching-damascus-steel/,0,0,0.00,0.21,419000,"[41,64,11,64,11,11,11,64,11,11,11,11]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
good beginner throwing knives,33,33,70,12,0.00,https://nobliecustomknives.com/how-to-throw-throwing-knives-guide-for-beginners/,0,0,0.00,0,303000,"[52,33,33,14,23,42,42,33,42,33,42,23]",2026-02-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
are auto knives legal in california,33,33,140,17,0.00,https://nobliecustomknives.com/are-switchblades-illegal/,0,0,0.00,0,4660000,"[43,28,34,53,43,43,43,43,53,43,43,53]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
edc lanyard,33,33,110,7,0.67,https://nobliecustomknives.com/product-categories/paracord-beads/,0,0,0.00,1,1480000,"[42,42,34,53,42,42,53,34,53,34,26,34]",2026-02-16,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
true damascus blade,33,33,40,31,0.00,https://nobliecustomknives.com/how-much-do-damascus-knives-cost/,0,0,0.00,0,2530000,"[100,100]",2026-03-21,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
what size knife is legal to carry in georgia,33,33,50,9,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0.33,2490000,"[11,41,29,41,11,41,41,23,29,52,11,11]",2026-03-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
best way to cut paracord,33,33,30,8,0.74,https://nobliecustomknives.com/paracord-lanyard/,0,0,0.00,0.16,6190000,"[50,50,50,75,50,50,50,100,75,75,75,75]",2026-02-22,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
california folding knife laws,33,33,390,16,0.63,https://nobliecustomknives.com/us-knife-laws/california-knife-laws/,0,0,0.00,0.3,1380000,"[67,30,3,45,5,30,20,45,24,20,36,5]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
custom edc fixed blade,33,33,70,16,0.00,https://nobliecustomknives.com/product-categories/fixed-blade-knives/,0,0,0.00,0,0,"[78,50,64,50,50,28,50,50,35,35,35,50]",2026-03-17,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
d2 blade steel,33,33,260,5,2.32,https://nobliecustomknives.com/d2-steel/,0,0,0.00,0.4,4440000,"[100,66,54,54,54,43,66,66,54,54,54,54]",2026-02-08,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
ww1 german trench knife,33,33,140,3,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,0,0,0.00,0,435000,"[80,80,80,80,52,52,66,66,80,100,52,66]",2026-03-21,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
neck lanyard knife,33,33,40,12,0.33,https://nobliecustomknives.com/what-is-a-lanyard/,0,0,0.00,0.92,0,"[0,41,0,41,41,52,29,41,0,0,0,0]",2026-03-12,"Image pack, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
how to tie a paracord lanyard,33,33,40,23,0.00,https://nobliecustomknives.com/paracord-lanyard/,0,0,0.00,0.01,900000,"[33,23,19,14,4,0,0,23,23,33,0,42]",2026-02-01,"Image pack, Video, Image, Related searches, Short videos, Discussions and forums",informational,Organic
ohio blade laws,33,33,210,9,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0,1040000,"[35,54,22,29,66,81,35,29,54,54,6,18]",2026-03-14,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
texas switchblade law,33,33,50,11,0.00,https://nobliecustomknives.com/us-knife-laws/texas-knife-laws/,0,0,0.00,0.33,132,"[27,27,27,36,18,27,81,100,81,63,63,63]",2026-03-23,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
karabit knife,33,33,140,14,0.00,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,0,0,0.00,0,6790000,"[0,0,2,5,7,5,39,100,7,3,5,2]",2026-02-03,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Organic
q es daga,33,33,40,22,0.00,https://nobliecustomknives.com/es/types-of-daggers/,0,0,0.00,0.33,36800000,"[11,11,11,11,64,11,11,11,64,11,11,11]",2026-03-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
what is serrated knife used for,33,33,170,10,0.08,https://nobliecustomknives.com/what-is-a-serrated-knife/,0,0,0.00,0.05,12600000,"[8,3,3,8,3,3,4,2,3,4,16,8]",2026-02-01,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
best self sharpening knife set,33,33,140,19,0.73,https://nobliecustomknives.com/self-sharpening-knife-sets/,0,0,0.00,1,2490000,"[66,18,15,18,15,18,15,23,23,18,18,35]",2026-03-01,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
knife laws nj,33,33,390,7,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0.01,2730000,"[36,44,81,44,29,54,44,44,29,29,29,36]",2026-03-11,"Sitelinks, Video, AI overview",informational,Organic
what are daggers,33,33,110,,0.00,https://nobliecustomknives.com/types-of-daggers/,0,0,0.00,0,12600000,"[64,50,50,64,78,100,78,78,78,100,78,78]",2026-02-02,"Instant answer, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
magnacut steel blanks,33,33,50,0,0.60,https://nobliecustomknives.com/cpm-magnacut-steel-guide/,0,0,0.00,0.98,15900,"[45,45,18,36,36,36,36,45,36,36,45,100]",2026-03-01,"Video, Image, People also ask, Related searches","commercial, informational",Organic
p cord lanyard,33,33,1300,26,0.42,https://nobliecustomknives.com/100-paracord-keychain-and-knife-lanyard-ideas/,0,0,0.00,1,2270000,"[44,0,65,82,100,65,100,0,0,0,0,100]",2026-02-27,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
what does otf,33,33,110,17,0.00,https://nobliecustomknives.com/what-is-an-otf-knife-and-how-does-an-otf-knife-work/,0,0,0.00,0,17900000,"[23,17,28,35,28,35,35,23,23,28,28,28]",2026-03-24,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
d 2 steel,33,33,40,13,0.96,https://nobliecustomknives.com/d2-steel/,0,0,0.00,0.2,1200000000,"[2,7,2,9,4,4,4,5,7,2,0,0]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to care for a carbon steel knife,33,33,90,2,0.15,https://nobliecustomknives.com/carbon-steel-knife-care/,0,0,0.00,0.21,16000000,"[41,41,29,41,29,29,52,41,41,82,82,100]",2026-03-15,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
damascus blade knife,33,33,1300,19,1.03,https://nobliecustomknives.com/product-categories/mosaic-damascus-blades/,0,0,0.00,1,7290000,"[66,2,7,23,8,12,5,8,12,12,44,4]",2026-02-07,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
making a handle for a knife,33,33,110,2,0.40,https://nobliecustomknives.com/making-a-knife-handle/,0,0,0.00,0.57,121000000,"[100,66,80,52,66,52,33,42,33,52,66,42]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
knife belt sheaths,33,33,1600,8,0.00,https://nobliecustomknives.com/knife-sheaths/,1,0,0.00,0,1390000,"[36,5,52,100,80,52,66,1,24,52,36,3]",2026-02-26,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
how to make knife sheaths leather,33,33,170,20,0.18,https://nobliecustomknives.com/how-to-make-leather-knife-sheath/,0,0,0.00,0.28,149,"[43,53,17,23,43,43,43,28,35,43,66,100]",2026-03-10,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
are otf knives illegal,33,33,140,3,0.00,https://nobliecustomknives.com/are-switchblades-illegal/,0,0,0.00,0,28900,"[34,28,21,34,43,34,43,53,43,53,43,53]",2026-02-12,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
leather panther,33,33,110,16,0.00,https://nobliecustomknives.com/products/panther-knife/,0,0,0.00,0.22,0,"[78,78,78,78,64,64,64,78,50,100,100,78]",2026-03-07,"Image pack, Video, Image, Video Carousel, Popular products",informational,Organic
navajas de suiza,33,33,50,20,0.00,https://nobliecustomknives.com/es/swiss-army-knife-identification-chart/,0,0,0.00,1,0,"[0,82,23,11,23,11,100,11,11,11,11,11]",2026-03-12,"Image pack, Video, Popular products, Related searches, See results about","commercial, informational",Organic
sharpening damascus steel knives,33,33,40,4,0.36,https://nobliecustomknives.com/how-to-take-care-of-damascus-steel-knives/,0,0,0.00,1,2010000,"[100,100,18,18,18,18,18,18,18,18,18,100]",2026-02-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
sharpening stone angle guide,33,33,260,3,0.31,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,0,0,0.00,1,0,"[82,53,66,53,43,66,53,66,53,53,100,100]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
locati0n restricted knife,33,33,90,15,0.00,https://nobliecustomknives.com/us-knife-laws/texas-knife-laws/,0,0,0.00,0,0,"[23,10,12,100,28,12,12,17,12,12,17,10]",2026-03-07,"Video, Video Carousel, Related searches, AI overview",informational,Organic
knife profile,33,33,40,3,0.00,https://nobliecustomknives.com/types-of-knife-blades-and-knife-shapes/,0,0,0.00,0.01,0,"[100,57,0,28,14,71,42,71,57,100,14,57]",2026-03-12,"Image pack, Video, Image, Related searches",informational,Organic
ferric chloride etching knife,33,33,40,2,0.59,https://nobliecustomknives.com/coffee-etching-damascus-steel/,0,0,0.00,0.28,33200,"[100,18,18,18,18,18,18,18,18,18,18,100]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
best daggers,33,33,90,10,0.00,https://nobliecustomknives.com/types-of-daggers/,0,0,0.00,0.87,12100000,"[23,23,35,35,23,23,23,17,23,12,17,12]",2026-01-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
making paracord keychains,33,33,40,20,0.14,https://nobliecustomknives.com/how-to-make-a-paracord-keychain-a-step-by-step-guide/,0,0,0.00,0.56,1080000,"[5,5,17,10,17,23,12,5,0,10,10,5]",2026-02-11,"Image pack, Sitelinks, Video, Image, Related searches, Short videos, AI overview","informational, navigational",Organic
is it against the law to carry a pocket knife,33,33,320,15,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0,10300000,"[35,54,22,29,66,100,29,35,81,100,100,100]",2026-03-14,"Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
serrated knife size,33,33,40,2,0.00,https://nobliecustomknives.com/what-is-a-serrated-knife/,0,0,0.00,0.11,5250000,"[18,18,18,18,18,18,18,18,18,100,100,27]",2026-02-20,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
are switches legal in any state,33,33,110,26,0.00,https://nobliecustomknives.com/are-switchblades-illegal/,0,0,0.00,0,0,"[65,42,65,53,19,15,42,26,26,42,42,65]",2026-03-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
what is magnacut steel,33,30,480,9,0.59,https://nobliecustomknives.com/cpm-magnacut-steel-guide/,0,0,0.00,0.32,1550000,"[81,54,66,54,54,66,81,81,66,81,81,100]",2026-03-29,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
are karambits legal in ny,33,33,90,2,0.00,https://nobliecustomknives.com/us-knife-laws/new-york-knife-laws/,0,0,0.00,0.33,7910,"[45,45,63,63,63,63,63,63,81,100,100,100]",2026-02-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
benchmade knife angle,33,33,110,10,0.00,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,0,0,0.00,0.04,521000,"[35,23,15,11,15,18,11,18,15,15,15,28]",2026-02-02,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cane with sword,33,33,1600,19,0.30,https://nobliecustomknives.com/are-cane-sword-illegal/,0,0,0.00,0.22,21000000,"[24,5,10,3,3,3,5,13,10,3,3,4]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
karanbit,33,33,210,19,0.00,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,0,0,0.00,0,6580000,"[3,7,0,0,2,20,5,4,16,3,2,2]",2026-02-28,"Image pack, Video, People also ask, Related searches, See results about, Things to know, AI overview",informational,Organic
dirk knife vs dagger,33,33,70,16,0.00,https://nobliecustomknives.com/what-is-a-dirk/,0,0,0.00,0.33,124,"[100,100,100,100,18,18,63,45,45,45,18,18]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
cpm s90v steel,33,33,90,5,0.00,https://nobliecustomknives.com/cpm-s30v-steel/,0,0,0.00,0.81,0,"[100,50,50,64,64,78,64,78,78,78,64,64]",2026-03-18,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
are butterfly knives illegal in oregon,33,33,50,0,0.00,https://nobliecustomknives.com/us-knife-laws/oregon-knife-laws/,0,0,0.00,0.33,49900,"[2,4,5,5,4,4,4,7,14,5,5,7]",2026-02-25,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
types of japanese knife,33,33,140,10,0.39,https://nobliecustomknives.com/types-of-japanese-knives/,0,0,0.00,1,0,"[5,5,4,5,7,7,23,4,29,19,23,67]",2026-03-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
dagger meaning,33,33,14800,55,0.00,https://nobliecustomknives.com/what-is-a-dagger/,10,0.05,0.00,0,82100000,"[1,0,1,0,1,100,0,1,1,1,0,1]",2026-03-28,"Instant answer, Video, Related searches, AI overview",informational,Organic
top rated hunting knives,33,33,50,13,0.00,https://nobliecustomknives.com/best-hunting-knife-brands-a-comprehensive-guide/,0,0,0.00,0,30100000,"[21,21,21,21,21,21,28,50,35,50,64,78]",2026-03-20,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
types of knives in the kitchen,33,33,140,10,0.28,https://nobliecustomknives.com/types-of-knives/,0,0,0.00,1,43300000,"[4,4,4,4,3,3,24,36,1,5,1,5]",2026-02-03,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
made in germany knife,33,33,50,22,0.70,https://nobliecustomknives.com/best-german-knives/,0,0,0.00,1,70600000,"[5,5,5,3,8,6,11,8,18,11,11,23]",2026-03-20,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
angle for sharpening kitchen knives,33,33,320,14,0.14,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,0,0,0.00,0.47,2350000,"[66,44,81,66,44,35,54,23,23,44,35,66]",2026-03-13,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
ohio knife laws length,33,33,140,13,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0,121,"[82,52,82,64,52,82,64,64,64,82,82,100]",2026-03-28,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
knives aesthetic,34,34,40,21,0.00,https://nobliecustomknives.com/products/knife-aesthetic/,0,0,0.00,0.01,0,"[7,26,0,0,65,0,3,42,0,0,0,34]",2026-03-19,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
blacksmith making a sword,34,34,70,30,0.00,https://nobliecustomknives.com/making-a-sword/,0,0,0.00,0.07,123,"[64,64,21,64,50,50,35,50,78,78,64,64]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
difference between santoku and chef knife,34,34,170,12,0.18,https://nobliecustomknives.com/santoku-vs-chef-knife/,0,0,0.00,0.91,2860000,"[100,65,53,53,53,42,42,65,65,53,65,100]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
san diego knife laws,34,34,90,5,0.00,https://nobliecustomknives.com/us-knife-laws/california-knife-laws/,0,0,0.00,0,1780000,"[42,66,100,42,33,33,42,42,42,42,33,42]",2026-02-25,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
